"PR"	"URL"	"HTTP status code"	"Content type"	"Is indexable page"	"Title"	"Title length"	"Meta description"	"Meta description length"	"H1"	"H1 length"	"Meta robots"	"Robots information in HTTP headers"	"Canonical URL"	"Canonical URL code"	"Size (bytes)"	"No. of content words"	"Depth"	"No. of href inlinks"	"No. of inlinks dofollow"	"No. of internal outlinks"	"No. of external outlinks"	"Loading time (ms)"	"Organic traffic"	"No. of backlinks"	"No. of dofollow backlinks"	"No. of nofollow backlinks"	"No. of referring domains"	"No. of referring pages"
"20"	"https://cindemirlaw.com/ottoman-title-deeds-in-turkiye-inheritance-registration-and-land-search/"	"200"	"text/html; charset=utf-8"	"true"	"Land Search Ottoman Title Deeds Explained"	"41"	"Explore the complexities of land search Ottoman title deeds and their legal significance in current Turkish ownership laws."	"123"	"Ottoman Title Deeds in Türkiye: Inheritance, Registration and Land Search"	"73"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/ottoman-title-deeds-in-turkiye-inheritance-registration-and-land-search/"	"200"	"162257"	"878"	"0"	"7"	"7"	"27"	"4"	"780"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdb1fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Банковское дело и финансы - Cindemir Law Office"	"47"	"Мы предоставляем услуги по работе с отечественными финансовыми институтами. Наша компания занимается консультированием."	"119"	"Банковское дело и финансы"	"25"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdb1fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/?lang=ru"	"200"	"159212"	"277"	"1"	"0"	"0"	"14"	"2"	"810"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/%D1%81%D1%82%D0%B0%D1%82%D1%83%D1%81-%D1%83%D1%81%D0%BB%D0%BE%D0%B2%D0%BD%D0%BE%D0%B3%D0%BE-%D0%B1%D0%B5%D0%B6%D0%B5%D0%BD%D1%86%D0%B0/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Статус Условного Беженца - Cindemir Law Office"	"46"	"Узнайте о процедуре получения статуса условного беженца в Турции: кто имеет право, какие документы необходимы и как проходит процесс подачи заявления. Получите профессиональную юридическую помощь для успешного оформления статуса и защиты ваших прав в Турции."	"258"	"Статус Условного Беженца"	"24"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/%D1%81%D1%82%D0%B0%D1%82%D1%83%D1%81-%D1%83%D1%81%D0%BB%D0%BE%D0%B2%D0%BD%D0%BE%D0%B3%D0%BE-%D0%B1%D0%B5%D0%B6%D0%B5%D0%BD%D1%86%D0%B0/?lang=ru"	"200"	"159306"	"372"	"1"	"0"	"0"	"13"	"2"	"843"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/crypto-asset-issuers-under-turkish-law/"	"200"	"text/html; charset=utf-8"	"true"	"Crypto Asset Issuers under Turkish Law | Cindemir Law Office"	"60"	"Explains Crypto Asset Issuers under Turkish Law, focusing on crypto regulation, compliance risks and practical points for foreign clients."	"138"	"Crypto Asset Issuers under Turkish Law"	"38"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/crypto-asset-issuers-under-turkish-law/"	"200"	"161656"	"773"	"0"	"3"	"3"	"23"	"4"	"768"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/team/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Наша команда"	"12"	"Элена Зара – квалифицированный адвокат в Стамбуле, предоставляющий юридические услуги в области международного права. Специализируется на вопросах, связанных с Турцией, Россией и странами СНГ, предлагая консультации с учетом различных правовых систем"	"250"	"Наша команда"	"12"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/team/?lang=ru"	"200"	"165614"	"1006"	"1"	"0"	"0"	"16"	"2"	"759"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/yabanci-uyruklu-hukumlu-ve-tutuklularin-ziyareti-hakkinda-bilgilendirme/"	"200"	"text/html; charset=utf-8"	"true"	"Yabancı Uyruklu Hükümlü ve Tutukluların Ziyareti Hakkında in Turkey"	"67"	"Explains Yabancı Uyruklu Hükümlü ve Tutukluların Ziyareti Hakkında in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"158"	"Yabancı Uyruklu Hükümlü ve Tutukluların Ziyareti Hakkında Bilgilendirme"	"71"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/yabanci-uyruklu-hukumlu-ve-tutuklularin-ziyareti-hakkinda-bilgilendirme/"	"200"	"160871"	"573"	"0"	"3"	"3"	"15"	"4"	"813"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/child-abduction-and-retention-under-turkish-law/"	"200"	"text/html; charset=utf-8"	"true"	"Child Abduction and Retention Under Turkish Law | Cindemir Law Office"	"69"	"Explains Child Abduction and Retention Under Turkish Law, including court procedure, recognition issues and family-law risks for foreign clients."	"145"	"Child Abduction and Retention Under Turkish Law"	"47"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/child-abduction-and-retention-under-turkish-law/"	"200"	"165391"	"1474"	"0"	"3"	"3"	"24"	"4"	"766"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/crypto-asset-fraud-in-turkey-legal-perspective/"	"200"	"text/html; charset=utf-8"	"true"	"Crypto Asset Fraud in Turkey: Legal Perspective | Cindemir Law Office"	"69"	"Explains Crypto Asset Fraud in Turkey: Legal Perspective, focusing on crypto regulation, compliance risks and practical points for foreign clients."	"147"	"Crypto Asset Fraud in Turkey: Legal Perspective"	"47"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/crypto-asset-fraud-in-turkey-legal-perspective/"	"200"	"160102"	"598"	"0"	"4"	"4"	"24"	"4"	"743"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/independent-certified-public-accountant-financial-consultant-taner-cevik/"	"200"	"text/html; charset=utf-8"	"true"	"Taner Çevik, Independent Certified Public Accountant & Financial"	"64"	"Profile of Taner Çevik, Independent Certified Public Accountant & Financial, including professional background, practice areas and contact context at Cindemir Law"	"162"	"Taner Çevik, Independent Certified Public Accountant & Financial Counsel"	"72"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/independent-certified-public-accountant-financial-consultant-taner-cevik/"	"200"	"156458"	"245"	"0"	"3"	"3"	"17"	"4"	"728"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd1fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfd81fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Страхование - Cindemir Law Office"	"33"	"Наша компания предоставляет услуги по работе со страховыми компаниями, включая жалобы о ДТП, взыскание страховых выплат и гарантии исполнения контракта."	"152"	"Страхование"	"11"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd1fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfd81fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/?lang=ru"	"200"	"160062"	"267"	"1"	"0"	"0"	"14"	"2"	"781"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/getting-criminal-record-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"Getting Criminal Record in Turkey"	"33"	"Explore everything about a criminal record check in Turkey. Find out how to apply for your certificate and its uses."	"116"	"Getting Police Certificate (Criminal Clearance Report) in Turkey"	"64"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/getting-criminal-record-in-turkey/"	"200"	"163367"	"1204"	"0"	"6"	"6"	"29"	"4"	"763"	"0"	"1"	"1"	"0"	"1"	"1"
"20"	"https://cindemirlaw.com/family/"	"200"	"text/html; charset=utf-8"	"true"	"Family in Turkey | Cindemir Law Office"	"38"	"Explains Family in Turkey, including court procedure, recognition issues and family-law risks for foreign clients."	"114"	"Family"	"6"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/family/"	"200"	"155599"	"200"	"0"	"3"	"3"	"16"	"4"	"746"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/gokhan-cindemir/"	"200"	"text/html; charset=utf-8"	"true"	"Gökhan Cindemir, LLM | Cindemir Law Office"	"42"	"Profile of Gökhan Cindemir, LLM, including professional background, practice areas and contact context at Cindemir Law Office."	"126"	"Gökhan Cindemir,LLM"	"19"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/gokhan-cindemir/"	"200"	"155406"	"164"	"0"	"2"	"2"	"15"	"4"	"755"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/%D0%BA%D0%B0%D0%BA-%D0%BE%D1%82%D0%BA%D1%80%D1%8B%D1%82%D1%8C-%D1%84%D0%B8%D0%BB%D0%B8%D0%B0%D0%BB-%D0%B2-%D1%82%D1%83%D1%80%D1%86%D0%B8%D0%B8/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"адвокатское бюро Синдемир % как открыть филиал в турции"	"55"	"как открыть филиал в турции В этой статье мы объяснили, как открыть филиал в Турции."	"84"	"как открыть филиал в турции"	"27"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/%D0%BA%D0%B0%D0%BA-%D0%BE%D1%82%D0%BA%D1%80%D1%8B%D1%82%D1%8C-%D1%84%D0%B8%D0%BB%D0%B8%D0%B0%D0%BB-%D0%B2-%D1%82%D1%83%D1%80%D1%86%D0%B8%D0%B8/?lang=ru"	"200"	"161896"	"493"	"1"	"0"	"0"	"13"	"2"	"812"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/energy-law-and-investment/"	"200"	"text/html; charset=utf-8"	"true"	"Energy Law and Investment in Turkey | Cindemir Law Office"	"57"	"Explains Energy Law and Investment in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"126"	"Energy Law and Investment"	"25"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/energy-law-and-investment/"	"200"	"155748"	"226"	"0"	"3"	"3"	"16"	"4"	"772"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/gokhan-cindemir-attorney-at-law-2-2/?lang=zh-hans"	"200"	"text/html; charset=utf-8"	"true"	"Gökhan Cindemir , Attorney At Law - Cindemir Law Office"	"55"	"我们的土耳其律师Gökhan Cindemir可以为您提供各种法律服务。联系我们以获取法律咨询和代表服务。"	"53"	"Gökhan Cindemir , Attorney At Law"	"33"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/gokhan-cindemir-attorney-at-law-2-2/?lang=zh-hans"	"200"	"157559"	"128"	"1"	"0"	"0"	"13"	"2"	"755"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/%D1%80%D0%B0%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5-%D0%BD%D0%B0%D1%81%D0%BB%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0-%D0%B2-%D1%82%D1%83%D1%80%D1%86%D0%B8%D0%B8-%D1%8E%D1%80/"	"200"	"text/html; charset=utf-8"	"true"	"Расследование наследства в Турции | Cindemir"	"44"	"Обзор темы «Расследование наследства в Турции» в Турции: процедуры, документы, риски и практические вопросы для иностранных клиентов."	"133"	"Расследование наследства в Турции: юридическое сопровождение иностранных наследников"	"84"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/%D1%80%D0%B0%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5-%D0%BD%D0%B0%D1%81%D0%BB%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0-%D0%B2-%D1%82%D1%83%D1%80%D1%86%D0%B8%D0%B8-%D1%8E%D1%80/"	"200"	"163697"	"550"	"0"	"3"	"3"	"15"	"4"	"815"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/kontak/"	"200"	"text/html; charset=utf-8"	"true"	"Контакты - Cindemir Law Office"	"30"	"Свяжитесь с Cindemir Law Office – получите профессиональную юридическую консультацию в Турции. Наши контакты и адрес для записи на встречу."	"139"	""	""	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/kontak/"	"200"	"152312"	"120"	"0"	"1"	"1"	"11"	"4"	"812"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd1fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfd82fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Трудовое право - Cindemir Law Office"	"36"	"Мы предлагаем практические решения в трудовом праве, которые удовлетворяют работодателя и работника."	"100"	"Трудовое право"	"14"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd1fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfd82fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/?lang=ru"	"200"	"159593"	"297"	"1"	"0"	"0"	"15"	"2"	"833"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/what-are-the-limitations-of-a-will-under-turkish-law/"	"200"	"text/html; charset=utf-8"	"true"	"What Are the Limitations of a Will under Turkish Law? | Turkish Law"	"67"	"Explains What Are the Limitations of a Will under Turkish Law?, including heirs, probate, documents and practical risks for foreign families."	"141"	"What Are the Limitations of a Will under Turkish Law?"	"53"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/what-are-the-limitations-of-a-will-under-turkish-law/"	"200"	"163544"	"686"	"0"	"8"	"8"	"29"	"4"	"772"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/%D0%BA%D0%BE%D0%BC%D0%BF%D0%B5%D0%BD%D1%81%D0%B0%D1%86%D0%B8%D0%B8-%D0%BF%D0%BE%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5-%D0%B2-%D1%80%D0%B5%D0%B7%D1%83%D0%BB%D1%8C%D1%82%D0%B0%D1%82%D0%B5/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Компенсации дорожно-транспортных происшествий( ДТП )"	"52"	"Мы предоставляем корпоративные и коммерческие правовые услуги в Турции, включая регистрацию компаний, создание совместных предприятий."	"134"	"Компенсации, положенные в результате дорожно-транспортных происшествий( ДТП ), приведших к смерти или травмам согласно Турецкому закону"	"135"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/%D0%BA%D0%BE%D0%BC%D0%BF%D0%B5%D0%BD%D1%81%D0%B0%D1%86%D0%B8%D0%B8-%D0%BF%D0%BE%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5-%D0%B2-%D1%80%D0%B5%D0%B7%D1%83%D0%BB%D1%8C%D1%82%D0%B0%D1%82%D0%B5/?lang=ru"	"200"	"170688"	"1156"	"1"	"0"	"0"	"14"	"2"	"809"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdb4fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Дью-дилидженс - Cindemir Law Office"	"35"	"Мы предлагаем услуги дью-дилидженс, которые проводят эксперты адвокаты и финансовые эксперты нашей фирмы."	"105"	"Дью-дилидженс"	"13"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdb4fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/?lang=ru"	"200"	"158032"	"222"	"1"	"0"	"0"	"13"	"2"	"758"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/personal-injury-and-car-accidents-under-turkish-law/"	"200"	"text/html; charset=utf-8"	"true"	"Personal Injury and Car Accidents in Turkey | Cindemir Law Office"	"65"	"Explains Personal Injury and Car Accidents in Turkey, including liability, evidence and compensation issues under Turkish law."	"126"	"Personal Injury and Car Accidents under Turkish Law"	"51"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/personal-injury-and-car-accidents-under-turkish-law/"	"200"	"167114"	"1240"	"0"	"11"	"11"	"25"	"4"	"816"	"0"	"1"	"1"	"0"	"1"	"1"
"20"	"https://cindemirlaw.com/cisg-in-turkey-international-sale-of-goods-disputes-and-legal-framework/"	"200"	"text/html; charset=utf-8"	"true"	"CISG in Turkey | International Sale of Goods Disputes"	"53"	"CISG applies in Turkey when it governs international sale of goods contracts and the legal issues affecting cross-border commercial disputes."	"141"	"CISG in Turkey: International Sale of Goods Disputes and Legal Framework
What Is the CISG?
Does the CISG Apply in Turkey?
When Does the CISG Apply?
Contracts Outside the Scope of the CISG
Common International Sale of Goods Disputes
Why Early Legal Assessment Matters
Can Parties Exclude the CISG?
CISG Before Turkish Courts
International Arbitration and the CISG
Frequently Asked Questions
Conclusion"	"72
17
30
25
39
43
34
29
26
38
26
10"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/cisg-in-turkey-international-sale-of-goods-disputes-and-legal-framework/"	"200"	"164244"	"1236"	"0"	"3"	"3"	"33"	"4"	"822"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/contacts/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Cindemir law Office, maltepe ,istanbul"	"38"	"Юридическая фирма Cindemir Ул. Кушдили Кад. №17/3 Османага Мах. Кадикой Istanbul, Turkey дорожно-траспортное происшествие"	"121"	"свяжитесь с нами"	"16"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/contacts/?lang=ru"	"200"	"155280"	"163"	"1"	"0"	"0"	"8"	"2"	"831"	"0"	"0"	"0"	"0"	"0"	"0"
